"year","county","violent_crime","murder","rape","robbery","assault","property_crime","burglary","larcenytft","mvtft","arson"
2014,"Will",1063,15,118,253,677,8484,1615,6428,339,102
2014,"Williamson",36,1,6,7,22,865,332,485,39,9
2014,"Winnebago",2187,21,181,473,1512,9122,2305,6246,482,89
2014,"Woodford",25,0,4,0,21,283,50,218,13,2
2015,"Adams",227,5,39,9,174,1268,274,944,43,7
2015,"Alexander",107,0,3,3,101,194,58,119,9,8
2015,"Bond",5,1,0,0,4,130,39,84,7,0
2015,"Boone",0,0,0,0,0,1,0,0,0,1
2015,"Brown",9,0,1,0,8,11,4,5,2,0
2015,"Bureau",53,1,17,4,31,360,110,244,6,0
2015,"Calhoun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Carroll",8,0,2,1,5,168,25,140,3,0
2015,"Cass",62,0,0,0,62,92,15,71,6,0
2015,"Champaign",918,7,127,205,579,5568,1100,4235,196,37
2015,"Christian",37,0,1,6,30,255,64,167,21,3
2015,"Clark",7,0,1,0,6,96,27,61,6,2
2015,"Clay",11,0,0,0,11,180,27,150,2,1
2015,"Clinton",37,0,5,2,30,386,44,319,13,10
2015,"Coles",173,1,33,14,125,632,146,463,13,10
2015,"Cook",28791,534,1911,11217,15129,124784,20550,90675,12547,1012
2015,"Crawford",42,0,2,0,40,240,55,167,14,4
2015,"Cumberland",9,0,0,0,9,33,10,19,4,0
2015,"De Kalb",297,1,71,35,190,1876,223,1595,41,17
2015,"De Witt",10,0,7,0,3,130,45,80,3,2
2015,"Douglas",48,0,1,1,46,125,31,85,9,0
2015,"Du Page",833,4,159,222,448,11705,1322,9983,338,62
2015,"Edgar",34,0,3,2,29,276,109,143,21,3
2015,"Edwards",4,0,0,0,4,19,9,10,0,0
2015,"Effingham",50,0,7,3,40,648,118,501,24,5
2015,"Fayette",16,0,9,0,7,226,34,187,5,0
2015,"Ford",51,0,8,3,40,203,63,133,5,2
2015,"Franklin",46,0,4,2,40,458,142,291,22,3
2015,"Fulton",44,1,9,4,30,397,76,297,19,5
2015,"Gallatin",6,0,1,0,5,61,19,39,2,1
2015,"Greene",28,0,7,0,21,127,49,76,2,0
2015,"Grundy",41,0,14,6,21,541,109,413,8,11
2015,"Hamilton",2,0,0,0,2,63,18,35,8,2
2015,"Hancock",7,0,3,0,4,53,18,28,7,0
2015,"Hardin",7,0,1,0,6,30,6,21,3,0
2015,"Henderson",0,0,0,0,0,0,0,0,0,0
2015,"Henry",62,0,23,1,38,704,88,604,12,0
2015,"Iroquois",40,0,6,4,30,384,102,269,12,1
2015,"Jackson",173,1,41,42,89,1626,367,1207,45,7
2015,"Jasper",2,0,0,0,2,18,3,15,0,0
2015,"Jefferson",249,2,22,32,193,1168,263,858,25,22
2015,"Jersey",35,0,23,0,12,380,83,289,6,2
2015,"Jo Daviess",23,0,6,2,15,268,64,193,9,2
2015,"Johnson",36,1,1,0,34,64,15,45,4,0
2015,"Kane",999,13,119,225,642,6556,1005,5276,239,36
2015,"Kankakee",311,5,39,82,185,2451,491,1845,78,37
2015,"Kendall",97,0,36,19,42,1229,165,1030,30,4
2015,"Knox",196,1,27,18,150,1068,230,797,37,4
2015,"La Salle",163,2,42,16,103,1982,333,1611,27,11
2015,"Lake",1036,14,155,269,598,10287,1695,8121,368,103
2015,"Lawrence",18,0,1,0,17,98,40,42,16,0
2015,"Lee",56,0,21,6,29,397,94,282,18,3
2015,"Livingston",74,1,19,7,47,407,80,319,7,1
2015,"Logan",62,0,4,10,48,434,83,329,19,3
2015,"Macon",423,6,35,125,257,2810,721,1992,66,31
2015,"Macoupin",81,2,10,4,65,555,113,424,15,3
2015,"Madison",483,2,101,68,312,4683,829,3631,187,36
2015,"Marion",129,4,33,10,82,846,198,602,40,6
2015,"Marshall",16,1,5,0,10,64,20,42,2,0
2015,"Mason",33,0,9,2,22,169,41,121,5,2
2015,"Massac",46,0,6,3,37,366,75,275,15,1
2015,"McDonough",90,0,21,3,66,416,76,326,7,7
2015,"McHenry",298,2,70,18,208,3067,366,2627,53,21
2015,"McLean",455,0,103,59,293,2946,544,2278,114,10
2015,"Menard",11,0,0,0,11,63,19,44,0,0
2015,"Mercer",0,0,0,0,0,82,21,60,1,0
2015,"Monroe",6,1,2,1,2,184,52,126,6,0
2015,"Montgomery",40,0,2,2,36,440,91,337,9,3
2015,"Morgan",67,1,7,4,55,654,112,530,7,5
2015,"Moultrie",2,0,0,0,2,16,2,14,0,0
2015,"Ogle",20,0,3,2,15,263,53,197,11,2
2015,"Peoria",933,16,89,333,495,5695,1322,4138,184,51
2015,"Perry",29,1,1,1,26,168,25,134,9,0
2015,"Piatt",25,0,4,0,21,138,43,93,1,1
2015,"Pike",11,0,1,3,7,113,19,92,2,0
2015,"Pope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Pulaski",2,0,0,0,2,4,2,2,0,0
2015,"Putnam",0,0,0,0,0,22,7,15,0,0
2015,"Randolph",34,0,11,3,20,240,45,186,7,2
2015,"Richland",37,0,12,1,24,327,52,253,18,4
2015,"Rock Island",503,3,59,61,380,3363,577,2676,92,18
2015,"Saline",65,2,3,4,56,523,181,305,30,7
2015,"Sangamon",1499,11,147,276,1065,6397,1388,4693,251,65
2015,"Schuyler",3,0,0,0,3,25,3,21,0,1
2015,"Scott",1,0,0,0,1,12,5,6,1,0
2015,"Shelby",12,0,1,0,11,84,15,63,6,0
2015,"St. Clair",1664,32,153,315,1164,6301,1467,4344,428,62
2015,"Stark",5,0,1,0,4,49,7,36,4,2
2015,"Stephenson",74,1,19,14,40,812,158,631,14,9
2015,"Tazewell",331,1,66,13,251,2145,439,1635,63,8
2015,"Union",28,0,5,0,23,218,43,166,8,1
2015,"Vermilion",614,0,96,96,422,2892,981,1794,102,15
2015,"Wabash",24,0,0,0,24,145,35,103,2,5
2015,"Warren",44,0,9,4,31,223,50,169,3,1
2015,"Washington",79,0,0,0,79,157,31,118,7,1
2015,"Wayne",32,0,5,0,27,133,33,97,3,0
2015,"White",32,0,1,0,31,150,38,100,9,3
2015,"Whiteside",102,0,30,10,62,874,179,675,18,2
2015,"Will",1035,18,164,228,625,9166,1877,6848,358,83
2015,"Williamson",52,3,13,8,28,724,205,471,45,3
2015,"Winnebago",2692,22,197,563,1910,8279,1958,5635,618,68
2015,"Woodford",29,0,5,0,24,227,35,186,6,0
