"year","county","violent_crime","murder","rape","robbery","assault","property_crime","burglary","larcenytft","mvtft","arson"
2010,"Jackson",344,2,51,64,227,2204,589,1548,47,20
2010,"Jasper",20,0,2,0,18,117,31,75,8,3
2010,"Jefferson",303,2,12,33,256,1398,560,792,33,13
2010,"Jersey",66,0,19,1,46,408,60,337,11,0
2010,"Jo Daviess",50,0,6,0,44,314,73,228,10,3
2010,"Johnson",34,0,1,0,33,140,37,89,13,1
2010,"Kane",1159,11,164,238,746,8610,1622,6647,277,64
2010,"Kankakee",386,5,65,111,205,2865,630,2122,83,30
2010,"Kendall",146,1,34,14,97,1734,283,1405,24,22
2010,"Knox",198,0,19,31,148,1613,416,1141,52,4
2010,"La Salle",140,0,26,8,106,2079,387,1638,32,22
2010,"Lake",933,12,125,192,604,12553,2081,10058,326,88
2010,"Lawrence",32,0,1,0,31,113,43,58,9,3
2010,"Lee",56,0,25,6,25,763,177,571,11,4
2010,"Livingston",76,0,16,5,55,865,130,619,14,102
2010,"Logan",94,0,3,1,90,839,198,608,25,8
2010,"Macon",556,4,30,140,382,3739,1701,1864,144,30
2010,"Macoupin",75,0,7,5,63,692,158,518,12,4
2010,"Madison",556,7,80,84,385,6052,1306,4542,168,36
2010,"Marion",128,0,23,13,92,1339,360,923,52,4
2010,"Marshall",10,0,1,0,9,115,34,76,4,1
2010,"Mason",61,0,13,0,48,311,82,223,4,2
2010,"Massac",54,0,7,6,41,429,99,318,7,5
2010,"McDonough",41,0,10,2,29,712,164,539,7,2
2010,"McHenry",349,3,48,25,273,4486,660,3699,98,29
2010,"McLean",621,2,78,122,419,3960,955,2877,109,19
2010,"Menard",7,0,2,0,5,99,39,59,1,0
2010,"Mercer",37,0,8,0,29,243,80,151,12,0
2010,"Monroe",18,0,2,0,16,356,91,256,7,2
2010,"Montgomery",158,0,3,1,154,504,135,361,7,1
2010,"Morgan",90,1,19,5,65,686,212,450,10,14
2010,"Moultrie",24,0,2,2,20,111,20,90,1,0
2010,"Ogle",30,1,10,2,17,659,128,509,17,5
2010,"Peoria",1133,25,59,331,718,6556,1750,4405,327,74
2010,"Perry",39,4,1,4,30,234,74,153,5,2
2010,"Piatt",43,0,6,2,35,199,46,146,5,2
2010,"Pike",5,0,1,0,4,26,8,18,0,0
2010,"Pope",13,0,0,0,13,45,25,19,1,0
2010,"Pulaski",79,0,5,2,72,104,38,55,11,0
2010,"Putnam",4,0,3,0,1,51,14,37,0,0
2010,"Randolph",69,0,12,2,55,276,76,186,12,2
2010,"Richland",32,0,11,1,20,405,84,297,21,3
2010,"Rock Island",657,5,80,83,489,4100,983,2933,170,14
2010,"Saline",94,1,4,2,87,692,210,454,24,4
2010,"Sangamon",1746,9,140,366,1231,9312,2730,6207,302,73
2010,"Schuyler",7,0,0,0,7,53,10,42,1,0
2010,"Scott",4,0,0,0,4,32,18,10,2,2
2010,"Shelby",28,0,2,0,26,147,47,98,2,0
2010,"St. Clair",2796,30,188,544,2034,10129,2794,6159,1038,138
2010,"Stark",11,0,2,0,9,75,18,50,4,3
2010,"Stephenson",55,1,6,16,32,1095,294,777,17,7
2010,"Tazewell",279,3,63,20,193,2141,514,1499,114,14
2010,"Union",16,0,2,0,14,114,18,89,7,0
2010,"Vermilion",477,1,65,98,313,3112,1121,1890,87,14
2010,"Wabash",22,0,7,0,15,180,43,127,8,2
2010,"Warren",66,0,6,5,55,566,109,436,17,4
2010,"Washington",46,1,0,0,45,139,39,98,2,0
2010,"Wayne",44,0,7,0,37,243,66,174,2,1
2010,"White",24,0,2,1,21,227,59,161,3,4
2010,"Whiteside",104,0,38,3,63,1445,350,1057,35,3
2010,"Will",1216,21,132,285,778,13088,2812,9645,532,99
2010,"Williamson",359,6,22,11,320,1406,680,621,77,28
2010,"Winnebago",2661,24,165,563,1909,11903,3326,7888,584,105
2010,"Woodford",44,0,6,5,33,512,98,396,17,1
2011,"Adams",218,0,37,15,166,1555,272,1241,36,6
2011,"Alexander",119,0,14,4,101,290,92,183,11,4
2011,"Bond",6,1,0,0,5,211,58,147,5,1
2011,"Boone",59,0,24,8,27,733,152,563,14,4
2011,"Brown",7,0,1,0,6,38,14,22,1,1
2011,"Bureau",39,0,4,3,32,484,83,391,8,2
2011,"Calhoun",13,0,0,0,13,56,14,41,1,0
2011,"Carroll",8,0,1,0,7,206,38,165,2,1
2011,"Cass",12,0,1,0,11,119,41,71,3,4
2011,"Champaign",1202,5,125,208,864,5280,1372,3716,164,28
2011,"Christian",44,0,4,3,37,379,78,280,19,2
2011,"Clark",42,0,0,1,41,145,65,76,3,1
2011,"Clay",10,1,2,0,7,192,23,159,8,2
2011,"Clinton",54,0,3,7,44,352,29,312,11,0
2011,"Coles",130,1,21,13,95,755,182,541,19,13
2011,"Cook",33337,502,1984,16086,14765,178657,38425,116011,22867,1354
2011,"Crawford",55,0,8,0,47,269,65,189,12,3
2011,"Cumberland",26,1,0,0,25,90,31,56,3,0
2011,"De Kalb",277,2,49,40,186,2515,377,2080,43,15
2011,"De Witt",20,0,6,3,11,84,23,59,2,0
2011,"Douglas",31,0,4,1,26,171,33,131,7,0
2011,"Du Page",788,8,110,207,463,15494,2140,12772,491,91
2011,"Edgar",57,1,7,0,49,221,79,125,13,4
2011,"Edwards",10,0,0,1,9,49,20,29,0,0
2011,"Effingham",56,2,6,9,39,640,91,537,10,2
2011,"Fayette",22,0,0,1,21,277,57,206,14,0
2011,"Ford",47,0,6,1,40,252,83,159,8,2
2011,"Franklin",127,2,4,5,116,1057,354,649,50,4
2011,"Fulton",46,0,12,3,31,563,123,422,16,2
2011,"Gallatin",0,0,0,0,0,0,0,0,0,0
2011,"Greene",34,0,1,0,33,154,49,100,2,3
2011,"Grundy",54,0,6,9,39,1007,162,815,22,8
2011,"Hamilton",3,0,0,0,3,83,31,50,2,0
2011,"Hancock",12,0,2,0,10,233,56,171,4,2
2011,"Hardin",0,0,0,0,0,0,0,0,0,0
2011,"Henderson",28,0,0,5,23,108,31,72,0,5
2011,"Henry",72,1,18,3,50,847,119,710,14,4
2011,"Iroquois",20,0,9,0,11,401,138,256,5,2
2011,"Jackson",365,1,41,60,263,2255,645,1551,43,16
2011,"Jasper",25,0,1,0,24,120,33,78,8,1
2011,"Jefferson",231,0,17,20,194,1187,420,740,13,14
2011,"Jersey",79,0,16,7,56,466,78,372,13,3
2011,"Jo Daviess",23,0,3,0,20,245,43,196,6,0
2011,"Johnson",44,0,2,0,42,175,51,117,6,1
2011,"Kane",1061,8,131,237,685,8382,2009,6058,258,57
2011,"Kankakee",403,4,57,132,210,3085,705,2260,90,30
2011,"Kendall",99,1,21,13,64,1495,270,1189,20,16
2011,"Knox",141,1,20,19,101,1526,302,1177,42,5
2011,"La Salle",134,1,22,9,102,2199,429,1719,36,15
2011,"Lake",1155,9,140,338,668,13056,2725,9911,344,76
2011,"Lawrence",21,0,0,0,21,76,27,48,1,0
2011,"Lee",72,0,24,3,45,765,193,561,9,2
2011,"Livingston",89,2,11,7,69,891,126,633,12,120
2011,"Logan",90,0,14,3,73,846,234,587,20,5
2011,"Macon",569,10,33,131,395,3401,1315,1921,127,38
2011,"Macoupin",74,1,13,0,60,726,171,529,20,6
2011,"Madison",689,10,102,116,461,6652,1564,4850,206,32
2011,"Marion",145,2,22,19,102,1340,338,945,52,5
2011,"Marshall",18,0,4,1,13,133,51,70,11,1
2011,"Mason",53,2,13,0,38,218,56,156,4,2
2011,"Massac",52,0,10,4,38,324,73,247,3,1
2011,"McDonough",63,0,16,3,44,754,222,520,10,2
2011,"McHenry",362,5,57,47,253,4078,613,3377,68,20
2011,"McLean",528,2,93,81,352,3578,872,2593,90,23
2011,"Menard",2,0,1,0,1,63,17,40,5,1
2011,"Mercer",36,5,10,1,20,204,65,136,3,0
2011,"Monroe",17,1,4,1,11,238,53,172,12,1
2011,"Montgomery",132,1,5,3,123,533,132,376,18,7
2011,"Morgan",93,0,21,5,67,507,138,353,9,7
2011,"Moultrie",16,0,0,0,16,76,22,53,1,0
2011,"Ogle",31,0,6,2,23,510,104,388,15,3
2011,"Peoria",1070,20,67,308,675,6946,2062,4511,303,70
2011,"Perry",22,0,4,2,16,218,63,149,4,2
2011,"Piatt",31,1,5,1,24,153,54,93,6,0
2011,"Pike",8,0,2,0,6,37,12,24,1,0
2011,"Pope",0,0,0,0,0,0,0,0,0,0
2011,"Pulaski",44,0,4,1,39,74,31,38,5,0
2011,"Putnam",5,0,0,0,5,49,16,32,1,0
2011,"Randolph",37,0,11,0,26,252,77,172,1,2
2011,"Richland",27,1,9,3,14,361,65,275,19,2
2011,"Rock Island",700,2,86,79,533,4319,859,3230,214,16
2011,"Saline",71,1,4,4,62,762,228,504,27,3
2011,"Sangamon",1474,9,114,284,1067,8652,2281,6028,265,78
2011,"Schuyler",8,0,0,0,8,51,14,35,2,0
2011,"Scott",2,0,1,0,1,29,13,15,1,0
2011,"Shelby",20,0,0,0,20,125,48,75,1,1
2011,"St. Clair",2365,38,144,458,1725,8923,2517,5514,789,103
2011,"Stark",2,0,0,0,2,102,28,68,6,0
2011,"Stephenson",65,0,8,20,37,1174,290,860,17,7
2011,"Tazewell",316,0,52,23,241,2472,566,1820,72,14
2011,"Union",18,0,1,0,17,227,60,156,11,0
2011,"Vermilion",479,3,78,81,317,3295,1147,2032,101,15
2011,"Wabash",27,0,3,0,24,352,74,260,13,5
2011,"Warren",52,0,10,3,39,658,162,478,12,6
2011,"Washington",32,0,0,0,32,70,23,45,1,1
2011,"Wayne",35,0,0,0,35,310,90,208,11,1
2011,"White",40,0,1,0,39,393,104,276,10,3
2011,"Whiteside",87,0,19,11,57,1298,293,965,38,2
2011,"Will",1044,17,93,202,732,11347,2543,8238,469,97
2011,"Williamson",327,3,19,20,285,1085,535,475,68,7
2011,"Winnebago",2417,27,150,621,1619,10440,2608,7141,596,95
2011,"Woodford",15,1,4,0,10,350,90,247,10,3
2012,"Adams",205,0,28,16,161,1587,287,1261,30,9
2012,"Alexander",127,1,2,5,119,280,82,184,12,2
2012,"Bond",5,0,0,2,3,232,59,162,10,1
2012,"Boone",1,0,0,0,1,1,1,0,0,0
2012,"Brown",14,0,0,0,14,39,14,22,1,2
2012,"Bureau",47,0,9,3,35,533,142,374,10,7
2012,"Calhoun",0,0,0,0,0,0,0,0,0,0
2012,"Carroll",7,0,1,0,6,219,45,171,2,1
2012,"Cass",30,0,1,0,29,42,11,29,2,0
2012,"Champaign",1157,4,129,226,798,5842,1585,4045,165,47
2012,"Christian",42,0,4,0,38,356,84,240,23,9
2012,"Clark",37,0,4,0,33,138,49,80,4,5
2012,"Clay",5,0,2,0,3,242,38,200,3,1
2012,"Clinton",30,0,3,0,27,337,32,292,12,1
2012,"Coles",147,2,26,14,105,689,140,517,14,18
2012,"Cook",32625,566,1836,15562,14661,171347,34152,115536,20241,1418
2012,"Crawford",48,0,6,0,42,232,50,172,6,4
2012,"Cumberland",23,0,0,0,23,91,27,54,2,8
2012,"De Kalb",270,1,47,31,191,2244,337,1838,47,22
2012,"De Witt",10,0,1,1,8,56,13,42,0,1
2012,"Douglas",48,0,2,1,45,219,85,128,5,1
2012,"Du Page",821,7,116,246,452,15302,2125,12581,497,99
2012,"Edgar",57,0,4,3,50,255,88,153,12,2
2012,"Edwards",15,0,0,0,15,61,19,40,2,0
2012,"Effingham",36,0,8,2,26,620,89,504,22,5
2012,"Fayette",38,0,10,0,28,350,91,249,9,1
2012,"Ford",44,0,11,1,32,189,64,122,3,0
2012,"Franklin",140,0,6,9,125,818,256,521,39,2
2012,"Fulton",64,0,14,5,45,618,148,452,16,2
2012,"Gallatin",0,0,0,0,0,0,0,0,0,0
2012,"Greene",39,0,1,0,38,135,48,85,1,1
2012,"Grundy",33,1,3,1,28,989,163,811,7,8
2012,"Hamilton",0,0,0,0,0,11,7,4,0,0
2012,"Hancock",2,0,1,0,1,249,57,187,5,0
2012,"Hardin",8,0,0,1,7,35,2,32,1,0
2012,"Henderson",31,0,1,1,29,173,69,103,0,1
2012,"Henry",61,0,18,0,43,809,98,692,13,6
2012,"Iroquois",24,1,6,1,16,410,99,297,11,3
2012,"Jackson",347,1,29,53,264,2268,489,1687,72,20
2012,"Jasper",28,0,1,0,27,107,27,72,7,1
2012,"Jefferson",245,0,20,27,198,1204,326,832,30,16
2012,"Jersey",39,0,15,0,24,410,80,322,6,2
2012,"Jo Daviess",32,0,11,0,21,208,56,143,8,1
2012,"Johnson",30,0,1,1,28,133,17,110,6,0
2012,"Kane",971,6,144,217,604,7912,1775,5809,247,81
2012,"Kankakee",346,8,49,82,207,2993,659,2195,93,46
2012,"Kendall",115,1,40,5,69,1574,242,1302,23,7
2012,"Knox",156,2,20,14,120,1391,338,1027,22,4
2012,"La Salle",116,0,14,14,88,2134,424,1655,37,18
2012,"Lake",1061,6,168,269,618,12730,2488,9869,316,57
2012,"Lawrence",13,1,1,0,11,133,33,90,5,5
2012,"Lee",34,2,11,2,19,631,158,462,8,3
2012,"Livingston",87,1,13,7,66,909,144,654,20,91
2012,"Logan",77,0,11,7,59,564,164,387,9,4
2012,"Macon",420,6,35,109,270,3028,1120,1776,97,35
2012,"Macoupin",84,0,7,1,76,620,141,457,16,6
2012,"Madison",606,11,85,119,391,5973,1416,4339,178,40
2012,"Marion",109,0,12,14,83,1187,285,852,44,6
2012,"Marshall",22,0,2,1,19,105,48,55,1,1
2012,"Mason",55,0,10,3,42,195,46,134,15,0
2012,"Massac",60,1,11,3,45,343,45,287,11,0
2012,"McDonough",66,0,19,2,45,707,141,554,9,3
2012,"McHenry",303,1,72,27,203,3784,572,3135,47,30
2012,"McLean",559,1,73,84,401,3687,768,2804,89,26
2012,"Menard",2,0,1,0,1,80,25,54,1,0
2012,"Mercer",40,1,4,3,32,209,68,137,3,1
2012,"Monroe",15,0,8,0,7,253,48,203,2,0
2012,"Montgomery",98,0,5,3,90,514,101,393,16,4
2012,"Morgan",80,0,13,8,59,529,126,394,5,4
2012,"Moultrie",11,0,3,0,8,101,32,66,3,0
2012,"Ogle",23,1,1,1,20,435,106,318,7,4
2012,"Peoria",1135,14,53,346,722,6700,1809,4540,290,61
2012,"Perry",37,0,5,0,32,195,62,119,11,3
2012,"Piatt",25,0,8,1,16,150,67,75,5,3
2012,"Pike",4,0,3,1,0,61,15,44,2,0
2012,"Pope",0,0,0,0,0,0,0,0,0,0
2012,"Pulaski",20,0,3,2,15,65,27,37,1,0
2012,"Putnam",2,1,1,0,0,61,11,45,4,1
2012,"Randolph",33,0,4,2,27,256,62,184,9,1
2012,"Richland",35,0,10,1,24,303,51,238,7,7
2012,"Rock Island",552,4,42,80,426,3904,720,3039,119,26
2012,"Saline",85,0,3,4,78,500,198,270,29,3
2012,"Sangamon",1449,13,105,292,1039,8314,2043,5958,247,66
2012,"Schuyler",7,0,0,0,7,62,7,54,1,0
2012,"Scott",0,0,0,0,0,35,9,25,0,1
2012,"Shelby",10,0,0,0,10,151,45,96,9,1
2012,"St. Clair",2086,29,182,348,1527,8257,2424,5108,656,69
2012,"Stark",5,0,0,0,5,70,24,41,4,1
2012,"Stephenson",46,2,9,15,20,1128,280,833,10,5
2012,"Tazewell",322,3,36,36,247,2573,653,1847,51,22
2012,"Union",35,1,0,0,34,284,47,229,8,0
2012,"Vermilion",451,4,63,87,297,3054,949,1956,123,26
2012,"Wabash",24,0,2,0,22,275,46,218,10,1
2012,"Warren",75,0,4,2,69,607,133,460,10,4
2012,"Washington",39,0,0,1,38,93,28,65,0,0
2012,"Wayne",51,0,3,1,47,291,87,198,4,2
2012,"White",37,2,5,2,28,307,64,224,19,0
2012,"Whiteside",105,0,24,8,73,1420,248,1129,42,1
2012,"Will",1120,22,101,244,753,11256,2385,8310,422,139
2012,"Williamson",236,0,14,14,208,1009,508,429,66,6
2012,"Winnebago",2465,14,191,554,1706,11039,2965,7484,497,93
2012,"Woodford",23,0,3,1,19,405,65,329,10,1
2013,"Adams",222,1,33,21,167,1564,297,1204,55,8
2013,"Alexander",140,2,2,8,128,331,81,209,17,24
2013,"Bond",5,0,0,1,4,214,46,159,9,0
2013,"Boone",54,3,17,6,28,583,107,455,18,3
2013,"Brown",12,0,2,0,10,43,10,28,4,1
2013,"Bureau",34,1,7,5,21,411,86,314,11,0
2013,"Calhoun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Carroll",17,0,1,0,16,214,44,159,9,2
2013,"Cass",15,0,0,1,14,48,11,33,4,0
2013,"Champaign",1064,7,112,215,730,5503,1275,4049,147,32
2013,"Christian",43,1,12,3,27,385,102,261,20,2
2013,"Clark",28,1,3,0,24,103,40,52,10,1
2013,"Clay",5,0,0,0,5,221,42,173,6,0
2013,"Clinton",53,10,6,3,34,422,59,350,13,0
2013,"Coles",102,1,21,7,73,659,150,474,11,24
2013,"Cook",30729,473,1786,14106,14364,151188,27253,107162,15544,1229
2013,"Crawford",55,0,10,1,44,179,46,127,6,0
2013,"Cumberland",24,0,0,1,23,91,27,53,6,5
2013,"De Kalb",280,3,46,32,199,2116,264,1791,44,17
2013,"De Witt",24,1,9,2,12,203,81,118,3,1
2013,"Douglas",42,0,1,0,41,167,46,118,2,1
2013,"Du Page",669,12,117,169,371,13395,1650,11311,374,60
2013,"Edgar",44,0,1,2,41,238,75,148,11,4
2013,"Edwards",15,1,0,0,14,78,28,44,3,3
2013,"Effingham",44,1,2,3,38,630,99,508,21,2
2013,"Fayette",32,0,8,3,21,242,68,166,8,0
2013,"Ford",18,2,0,1,15,236,67,157,11,1
2013,"Franklin",94,0,0,6,88,627,177,421,27,2
2013,"Fulton",49,0,8,2,39,598,120,451,21,6
2013,"Gallatin",7,0,0,0,7,73,22,47,2,2
2013,"Greene",16,1,0,0,15,118,37,74,4,3
2013,"Grundy",37,0,6,7,24,804,137,645,13,9
2013,"Hamilton",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Hancock",2,0,0,0,2,175,51,122,2,0
2013,"Hardin",7,0,0,0,7,24,6,18,0,0
2013,"Henderson",2,0,0,0,2,9,5,3,0,1
2013,"Henry",50,0,14,0,36,652,85,558,7,2
2013,"Iroquois",47,0,7,2,38,439,124,307,7,1
2013,"Jackson",328,2,22,50,254,1987,497,1419,52,19
2013,"Jasper",4,0,0,0,4,84,28,51,3,2
2013,"Jefferson",252,1,21,38,192,1231,346,852,26,7
2013,"Jersey",28,0,9,0,19,410,80,321,8,1
2013,"Jo Daviess",23,0,1,1,21,215,59,146,9,1
2013,"Johnson",31,0,0,0,31,97,11,86,0,0
2013,"Kane",924,6,108,195,615,7076,1297,5497,226,56
2013,"Kankakee",334,6,49,84,195,2884,603,2173,72,36
2013,"Kendall",74,0,24,6,44,1400,227,1136,30,7
2013,"Knox",150,2,32,13,103,1438,327,1075,34,2
2013,"La Salle",134,1,20,8,105,1831,333,1469,20,9
2013,"Lake",1012,15,148,303,546,11459,2151,8993,263,52
2013,"Lawrence",19,0,2,1,16,142,41,89,7,5
2013,"Lee",25,0,14,0,11,582,142,427,11,2
2013,"Livingston",82,5,16,8,53,823,121,577,13,112
2013,"Logan",63,0,13,6,44,598,174,398,21,5
2013,"Macon",422,5,19,87,311,2831,892,1832,82,25
2013,"Macoupin",78,1,5,2,70,542,105,418,16,3
2013,"Madison",577,8,75,96,398,5867,1292,4319,228,28
2013,"Marion",98,0,23,7,68,1297,364,894,35,4
2013,"Marshall",14,1,2,0,11,79,24,50,4,1
2013,"Mason",34,1,4,1,28,187,49,135,3,0
2013,"Massac",44,0,2,1,41,278,53,219,3,3
2013,"McDonough",76,0,17,3,56,658,183,459,11,5
2013,"McHenry",247,2,55,27,163,3269,374,2812,57,26
2013,"McLean",569,3,82,93,391,3709,812,2799,87,11
2013,"Menard",2,0,0,1,1,59,23,35,1,0
2013,"Mercer",24,0,8,0,16,128,44,81,3,0
2013,"Monroe",14,1,4,2,7,154,54,98,2,0
2013,"Montgomery",119,0,0,4,115,476,122,340,13,1
2013,"Morgan",51,1,11,4,35,560,144,409,4,3
2013,"Moultrie",8,0,2,0,6,51,22,29,0,0
2013,"Ogle",25,3,4,2,16,319,55,259,4,1
2013,"Peoria",932,16,40,291,585,5699,1423,4002,230,44
2013,"Perry",29,0,3,0,26,165,25,131,7,2
2013,"Piatt",26,0,4,1,21,104,43,58,2,1
2013,"Pike",4,0,2,0,2,55,7,42,6,0
2013,"Pope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Pulaski",28,0,1,1,26,42,14,27,1,0
2013,"Putnam",1,0,0,0,1,38,6,32,0,0
2013,"Randolph",40,0,4,1,35,372,104,247,18,3
2013,"Richland",30,0,11,1,18,308,81,216,9,2
2013,"Rock Island",479,6,20,61,392,3649,698,2834,96,21
2013,"Saline",68,0,5,5,58,445,188,228,26,3
2013,"Sangamon",1422,5,100,311,1006,7163,1650,5255,206,52
2013,"Schuyler",4,1,0,0,3,44,15,27,2,0
2013,"Scott",0,0,0,0,0,45,20,25,0,0
2013,"Shelby",9,0,0,0,9,90,28,58,1,3
2013,"St. Clair",2007,30,159,418,1400,7295,1954,4747,548,46
2013,"Stark",3,0,1,1,1,75,23,51,1,0
2013,"Stephenson",29,2,6,3,18,556,124,423,8,1
2013,"Tazewell",277,4,34,23,216,2246,551,1648,36,11
2013,"Union",41,0,5,3,33,235,61,163,11,0
2013,"Vermilion",524,4,77,89,354,3128,1181,1837,87,23
2013,"Wabash",22,0,0,0,22,254,51,195,7,1
2013,"Warren",62,0,9,2,51,440,87,335,17,1
2013,"Washington",61,0,1,6,54,166,38,126,2,0
2013,"Wayne",24,0,4,3,17,240,81,156,1,2
2013,"White",19,0,0,0,19,144,47,90,2,5
2013,"Whiteside",70,0,16,8,46,1088,226,829,27,6
2013,"Will",1163,16,119,294,734,9708,1923,7293,388,104
2013,"Williamson",17,1,2,9,5,1018,504,421,79,14
2013,"Winnebago",2396,21,167,442,1766,10195,2665,6911,499,120
2013,"Woodford",17,0,10,2,5,349,81,257,11,0
2014,"Adams",222,2,34,13,173,1550,305,1201,39,5
2014,"Alexander",106,3,5,6,92,230,47,151,11,21
2014,"Bond",6,1,2,0,3,138,28,107,3,0
2014,"Boone",77,0,27,7,43,620,141,438,35,6
2014,"Brown",3,0,1,0,2,19,4,14,0,1
2014,"Bureau",41,0,10,6,25,376,80,290,4,2
2014,"Calhoun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Carroll",2,0,2,0,0,130,28,100,2,0
2014,"Cass",60,0,0,0,60,63,12,47,1,3
2014,"Champaign",981,11,101,222,647,5261,1262,3839,118,42
2014,"Christian",34,0,5,3,26,287,64,202,18,3
2014,"Clark",25,1,2,0,22,59,22,32,4,1
2014,"Clay",6,0,1,1,4,162,23,132,7,0
2014,"Clinton",28,1,6,3,18,339,41,287,11,0
2014,"Coles",118,1,18,12,87,624,175,428,8,13
2014,"Cook",28749,472,1833,11730,14714,133627,22603,97152,12794,1078
2014,"Crawford",33,0,2,0,31,201,47,145,8,1
2014,"Cumberland",16,0,1,0,15,67,21,41,4,1
2014,"De Kalb",259,1,53,14,191,1959,258,1654,26,21
2014,"De Witt",27,0,17,1,9,155,79,69,4,3
2014,"Douglas",22,0,0,0,22,94,20,72,2,0
2014,"Du Page",666,10,111,170,375,11910,1335,10192,344,39
2014,"Edgar",54,0,4,1,49,255,79,160,14,2
2014,"Edwards",5,0,0,0,5,29,7,22,0,0
2014,"Effingham",69,0,8,1,60,565,84,450,26,5
2014,"Fayette",27,0,8,0,19,272,46,218,8,0
2014,"Ford",28,0,1,2,25,202,71,126,4,1
2014,"Franklin",55,0,0,9,46,506,121,354,29,2
2014,"Fulton",41,0,13,2,26,433,96,317,13,7
2014,"Gallatin",6,0,2,0,4,57,17,37,3,0
2014,"Greene",20,0,2,1,17,97,35,57,3,2
2014,"Grundy",44,0,5,4,35,681,118,556,6,1
2014,"Hamilton",2,0,0,0,2,47,14,30,3,0
2014,"Hancock",8,1,0,1,6,159,29,123,5,2
2014,"Hardin",5,0,0,0,5,8,2,6,0,0
2014,"Henderson",0,0,0,0,0,1,0,1,0,0
2014,"Henry",57,1,13,1,42,702,115,573,12,2
2014,"Iroquois",34,0,6,4,24,436,140,279,12,5
2014,"Jackson",251,2,51,95,103,1719,513,1151,52,3
2014,"Jasper",4,0,0,1,3,84,25,55,3,1
2014,"Jefferson",220,1,22,23,174,1192,266,885,29,12
2014,"Jersey",23,0,10,2,11,380,74,286,14,6
2014,"Jo Daviess",23,0,1,0,22,185,39,136,8,2
2014,"Johnson",26,0,1,0,25,76,14,62,0,0
2014,"Kane",948,12,122,207,607,6852,1118,5451,220,63
2014,"Kankakee",323,11,43,112,157,2702,520,2077,79,26
2014,"Kendall",74,0,22,11,41,1334,191,1102,26,15
2014,"Knox",149,2,33,20,94,1235,345,851,34,5
2014,"La Salle",126,0,28,18,80,1921,363,1519,29,10
2014,"Lake",1032,13,145,275,599,11045,2020,8621,299,105
2014,"Lawrence",13,0,0,1,12,121,44,55,21,1
2014,"Lee",31,1,10,5,15,357,85,263,6,3
2014,"Livingston",72,0,23,4,45,546,97,430,14,5
2014,"Logan",85,0,7,5,73,508,102,383,20,3
2014,"Macon",396,2,12,101,281,2657,737,1831,65,24
2014,"Macoupin",63,0,4,2,57,607,162,431,12,2
2014,"Madison",444,3,77,75,289,4756,894,3644,201,17
2014,"Marion",114,1,19,10,84,923,265,617,40,1
2014,"Marshall",12,0,1,1,10,87,39,46,1,1
2014,"Mason",31,0,6,1,24,200,37,161,2,0
2014,"Massac",46,0,14,4,28,330,65,258,5,2
2014,"McDonough",76,1,15,6,54,473,74,389,8,2
2014,"McHenry",276,2,63,27,184,3240,410,2753,50,27
2014,"McLean",484,3,84,61,336,3124,570,2451,88,15
2014,"Menard",8,0,3,0,5,42,10,31,1,0
2014,"Mercer",3,0,0,0,3,34,5,28,1,0
2014,"Monroe",13,0,2,2,9,166,56,107,3,0
2014,"Montgomery",44,0,1,9,34,331,76,245,9,1
2014,"Morgan",31,1,10,4,16,624,123,493,6,2
2014,"Moultrie",3,0,1,0,2,11,5,5,1,0
2014,"Ogle",31,0,6,3,22,260,54,201,4,1
2014,"Peoria",892,7,85,248,552,6143,1496,4363,238,46
2014,"Perry",23,1,1,2,19,162,42,117,3,0
2014,"Piatt",21,0,5,2,14,94,28,63,2,1
2014,"Pike",15,1,6,0,8,165,36,122,5,2
2014,"Pope",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Pulaski",17,0,0,1,16,33,7,25,1,0
2014,"Putnam",0,0,0,0,0,28,10,17,1,0
2014,"Randolph",35,0,6,1,28,323,47,270,5,1
2014,"Richland",45,0,11,1,33,340,62,259,18,1
2014,"Rock Island",476,1,41,55,379,3490,596,2786,94,14
2014,"Saline",67,0,3,8,56,437,156,263,16,2
2014,"Sangamon",1438,6,119,272,1041,6511,1349,4920,177,65
2014,"Schuyler",10,0,2,0,8,61,10,46,4,1
2014,"Scott",2,0,1,0,1,22,6,10,4,2
2014,"Shelby",9,0,0,0,9,74,24,48,1,1
2014,"St. Clair",1590,39,153,293,1105,5838,1227,4116,435,60
2014,"Stark",3,0,0,0,3,73,29,41,2,1
2014,"Stephenson",53,2,18,17,16,808,148,640,15,5
2014,"Tazewell",230,2,61,19,148,2082,524,1493,49,16
2014,"Union",36,1,11,0,24,307,70,217,20,0
2014,"Vermilion",470,1,73,85,311,2784,912,1767,91,14
2014,"Wabash",21,0,1,0,20,180,45,132,3,0
2014,"Warren",37,0,4,2,31,262,57,189,12,4
2014,"Washington",52,0,1,1,50,163,57,103,2,1
2014,"Wayne",44,0,1,0,43,200,47,149,2,2
2014,"White",19,0,0,1,18,207,36,160,11,0
2014,"Whiteside",98,1,21,9,67,896,215,653,20,8
